PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,Target
-0.31424200602906716,-0.20571879199626522,-0.028824046800282967,0.2066589628832274,0.012864080487132714,-0.874507842428216,0.38717862082448623,0.010645810757023142,Dropout
-0.47070874429691095,-0.3291788200087944,0.884960095074211,-0.09384040995308784,-0.08302126096596599,0.226558019925402,0.10651601106742756,-0.18413210702755156,Graduate
-0.3961693295804638,0.5802984625474819,0.7172724992751902,0.09268758993501194,0.06795532764054456,-0.06553599652112586,-0.09655814324322978,-0.20455679888486303,Dropout
-0.13012498033755984,0.2738436279286835,-0.17465829778699618,-0.023552435500871466,-0.5762781860249369,0.0670903155267791,-0.07253502983954743,-0.12353047640122823,Graduate
-0.1317164689019705,0.2296279751111518,-0.06783607357459892,-0.5052451695804684,-0.3355353356907522,-0.09467902131030637,0.10554193619336644,0.3258217024835929,Graduate
-0.13589228087882668,0.193014225097024,-0.05049892322888733,-0.7388671764905325,-0.13522469868948442,0.11318190327322962,-0.08177727507120225,0.4205527899684974,Graduate
0.8571135848495487,0.1502575580582128,-0.007978080002167168,-0.36923661938288516,0.4365718097179172,0.049572492675385556,0.012858138581441412,-0.11175014002473772,Graduate
-0.37717606496977335,0.505621913939055,0.7500676329134691,-0.35037680852843717,0.5085446561984909,-0.05457615889734288,-0.1339696495271722,-0.16561376188575933,Dropout
0.6898590393192845,-0.7416112121501649,0.27570865191956945,-0.2549043695877283,0.06685508577552433,0.006182653958645988,-0.04701028460329377,0.059318017409050044,Graduate
-0.4648597251416095,0.24579386222462843,0.6640672224016682,0.3837215513576475,0.06192200251427028,0.23800728398530444,0.04160585338284369,-0.1956619378699908,Dropout
-0.18142880894846242,-0.2271937724914035,-0.04309070313099057,-0.3345065325782097,-0.2679366000803079,0.008773343643002486,-0.07466497544585612,-0.11586613054853434,Graduate
0.8261938035112342,0.28092149390967514,-0.10696368230320634,-0.03685863773777821,0.5367946172537839,0.06114306968505854,-0.013550419250493332,-0.093884500771286,Graduate
-0.17519229612480658,0.37911204111438535,-0.24587864333833273,-0.14578180612193073,0.4760516651347714,-0.254984885419686,-0.2501983251104864,-0.10717691837568681,Dropout
0.628709182767139,-0.4551338629749549,0.06111659294475408,0.5483661738111233,0.06534060160310029,0.07932931208394325,-0.07639236694129994,0.07985864024970163,Graduate
0.8044608416601767,0.22356615395777693,0.009416012119115556,0.09928335455524019,0.002768952831937348,-0.10537452243085817,-0.04125802251062758,-0.077750400785355,Graduate
-0.13923006200297203,0.25357959633282395,-0.16934469550828496,-0.49318964364700885,0.3741413336292105,-0.14320425674660164,-0.19289030630176832,-0.10066972792546919,Dropout
-0.15346819573861095,0.34461413663688034,-0.2198215151680427,-0.07354629930417494,-0.07399271782617291,-0.08863437664459073,-0.08424791988222437,-0.13743152252390237,Enrolled
-0.253986602043708,-0.5311142894798887,-0.14245565847479683,-0.26194848981735996,0.4868426242186774,0.12419750020974059,0.0077252804779056276,-0.0907254020144839,Graduate
-0.22860661479988836,-0.054801058435941116,-0.1750968853986634,0.06299628719251638,-0.012258010453810473,-0.04786821379277043,-0.04494896438638225,-0.07310452734824746,Graduate
-0.16385732696670527,-0.2724667237194329,-0.03357405342376746,-0.556911840273335,-0.07060173637692348,0.045778030966283204,-0.08227822318774494,-0.12199450068000403,Enrolled
0.5844013150035233,-0.5621186934370365,0.29490385907479183,0.3876849171669922,-0.030873912930015745,-0.8575984352699655,0.35107744968952226,0.14738628262017595,Graduate
-0.11386372759154653,0.37050077111699936,-0.35839364441952826,-0.20896188663042745,0.4598256482022478,0.10327021955551013,0.024029306561926474,-0.16108966082163167,Enrolled
-0.20167433785495242,-0.03026019725059662,-0.3020011426447701,-0.06980520247312741,0.5246591210690504,0.13700583834607902,0.02431247915441175,-0.13405022339499656,Graduate
0.8252017977529522,0.20848437206354511,0.03199358657306433,0.01505127784854276,-0.15824450159360198,0.025340216650376113,-0.08494295758239513,-0.06584359074568248,Graduate
