PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,Target
-0.3142420060290705,-0.20571879199626203,-0.02882404680027804,0.2066589628832276,0.012864080487144438,-0.8745078424282162,0.3871786208244888,0.0106458107570237,Dropout
-0.47070874429691056,-0.3291788200087961,0.8849600950742057,-0.09384040995309183,-0.0830212609659732,0.22655801992540106,0.1065160110674264,-0.18413210702755184,Graduate
-0.3961693295804621,0.5802984625474823,0.7172724992751857,0.0926875899349953,0.06795532764055125,-0.06553599652112765,-0.09655814324322816,-0.20455679888486153,Dropout
-0.13012498033755854,0.273843627928683,-0.17465829778699685,-0.023552435500836598,-0.5762781860249376,0.06709031552678021,-0.0725350298395478,-0.12353047640122837,Graduate
-0.13171646890197056,0.22962797511115537,-0.06783607357460342,-0.5052451695804411,-0.3355353356907856,-0.09467902131031554,0.10554193619336694,0.3258217024835925,Graduate
-0.13589228087882727,0.19301422509702276,-0.050498923228894,-0.7388671764905251,-0.13522469868952705,0.11318190327323338,-0.08177727507119512,0.4205527899684953,Graduate
0.857113584849548,0.15025755805821156,-0.007978080002169837,-0.36923661938291136,0.43657180971789367,0.04957249267538531,0.012858138581437448,-0.1117501400247324,Graduate
-0.377176064969772,0.5056219139390569,0.7500676329134652,-0.35037680852847397,0.5085446561984674,-0.054576158897342186,-0.13396964952717294,-0.16561376188575896,Dropout
0.6898590393192817,-0.7416112121501658,0.2757086519195672,-0.25490436958773416,0.06685508577550826,0.006182653958646025,-0.0470102846032937,0.05931801740904755,Graduate
-0.4648597251416077,0.24579386222462993,0.6640672224016699,0.38372155135763836,0.06192200251429271,0.2380072839853048,0.04160585338284467,-0.19566193786999006,Dropout
-0.18142880894846283,-0.2271937724914029,-0.04309070313099341,-0.334506532578193,-0.26793660008032777,0.00877334364300273,-0.07466497544585572,-0.11586613054853423,Graduate
0.8261938035112342,0.28092149390967347,-0.10696368230320581,-0.0368586377378107,0.5367946172537809,0.06114306968505877,-0.013550419250492968,-0.09388450077128575,Graduate
-0.1751922961248057,0.3791120411143852,-0.2458786433383328,-0.14578180612195837,0.47605166513476177,-0.25498488541968495,-0.25019832511048634,-0.10717691837568691,Dropout
