PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,Target
-0.314242006029081,-0.20571879199627588,-0.0288240468002962,0.2066589628832145,0.012864080487149624,-0.8745078424282144,0.38717862082448856,0.010645810757017345,Dropout
-0.4707087442969117,-0.32917882000879745,0.8849600950742081,-0.09384040995309137,-0.08302126096597347,0.22655801992540145,0.10651601106742843,-0.1841321070275531,Graduate
-0.396169329580461,0.5802984625474845,0.7172724992751798,0.0926875899349895,0.06795532764055696,-0.06553599652112871,-0.09655814324322788,-0.20455679888486306,Dropout
-0.1301249803375577,0.27384362792868366,-0.17465829778699182,-0.023552435500821013,-0.5762781860249396,0.0670903155267799,-0.07253502983954786,-0.12353047640122786,Graduate
-0.1317164689019696,0.22962797511115318,-0.06783607357460393,-0.5052451695804397,-0.3355353356907928,-0.09467902131030777,0.10554193619336633,0.325821702483593,Graduate
-0.1358922808788267,0.19301422509702393,-0.05049892322889503,-0.7388671764905202,-0.13522469868954548,0.1131819032732244,-0.08177727507119847,0.4205527899685028,Graduate
0.8571135848495479,0.1502575580582109,-0.007978080002170866,-0.3692366193829219,0.4365718097178862,0.04957249267538511,0.01285813858143953,-0.11175014002473581,Graduate
-0.37717606496977196,0.505621913939054,0.750067632913465,-0.35037680852848696,0.5085446561984612,-0.054576158897341506,-0.13396964952717214,-0.16561376188575763,Dropout
0.6898590393192805,-0.7416112121501669,0.2757086519195656,-0.2549043695877361,0.06685508577550245,0.006182653958646461,-0.04701028460329372,0.05931801740904882,Graduate
-0.4648597251416081,0.24579386222462848,0.6640672224016714,0.3837215513576368,0.06192200251430247,0.23800728398530416,0.041605853382843734,-0.19566193786999114,Dropout
-0.18142880894846278,-0.2271937724914024,-0.043090703130994064,-0.3345065325781872,-0.26793660008033565,0.008773343643002664,-0.07466497544585621,-0.1158661305485343,Graduate
0.8261938035112338,0.280921493909673,-0.10696368230320656,-0.03685863773782256,0.5367946172537805,0.06114306968505895,-0.013550419250493141,-0.0938845007712865,Graduate
-0.17519229612480552,0.3791120411143852,-0.24587864333833356,-0.14578180612196923,0.4760516651347585,-0.2549848854196846,-0.2501983251104861,-0.10717691837568653,Dropout
