PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,Target
-4.362150368927314,-1.00777137238266,-2.563539547265497,1.3318447557646724,-1.0759361067982878,-1.368673584588813,-0.19153679583738073,-0.37334461286528114,-0.8031148922401222,0.8370923536502963,1.6230667596805766,-0.2617533722363812,0.23563781370046163,-0.3268178468909477,Dropout
-0.2416648132156902,-0.2919544234584325,-1.5768653775506354,-1.1956177889306674,1.0247705975983328,0.349829243863967,-0.015485215452867908,-0.46872244560519305,-0.327268584302665,0.17578040164175,-2.409748440808106,-0.8238921202532117,-0.581044972355072,-0.9732231661157276,Graduate
-2.704703126824259,0.8830591980478959,0.22715008205699763,-0.5841109595526095,-0.21696623198676332,-0.6178497867335774,0.3704188547792523,0.05596956231163391,-1.3489302684621978,-0.15250733218073542,-2.0336903707951643,0.09992733826507587,-1.2329742429531887,-0.6783047750769999,Dropout
0.3662664031541109,-0.23700482081454288,0.779683721816726,-0.27303491583424383,-0.053979110857799426,-0.07085182354249746,-0.9577141752492817,-1.3426409449527394,-0.3196364259572813,-0.5066827219779658,-0.036937454494755044,1.1363524546419779,0.30046072564284537,-0.32812127537284713,Graduate
0.00240251367793138,2.173727600715947,-0.8553464678946792,1.8848333857716857,1.3296533047132049,0.6793851360991278,-0.6002271701296491,-0.5206699012441804,0.7237439053355382,0.23852964341368468,0.1233450970768315,0.9517975721669018,-0.5369990711234832,0.3297980668270853,Graduate
0.9799474318414696,4.1420004215729165,0.12746024591853916,-2.234657756688422,2.462679942197357,-0.591328903153045,-3.332874860158696,3.2832698741248345,1.0451081828363498,0.41728169780593655,2.854791376349331,0.9625525120906798,0.17428910836183967,0.31299716715529996,Graduate
1.4311784906256062,-1.2430255190484476,1.1281064340723335,1.177730091138831,0.9105095521060432,0.04166594764310131,0.684192596559353,1.6342518650767408,-0.4354298653516952,0.5225334824680161,-0.2877174432790562,0.0004663666741288853,-0.2161290017691113,-0.38642077656638446,Graduate
-2.3624239267741522,1.2641648153225402,0.4470061505242415,-0.9921991356514672,0.629756634547803,-0.5074950133716069,1.5628544233737693,1.0057914997948496,-1.5940465343106496,0.9649782947175752,-1.4608129325334986,0.325728509182204,-0.20838315217671896,-0.5324307915759238,Dropout
0.261792266030624,-1.8565940375851844,-2.3117877801302957,-0.5189245706037031,-0.6185575415809846,7.38065884894998,0.3278111440942991,2.9051387137510427,-2.542607847329323,-1.9455170797245847,1.1945654085968824,0.8546726651423844,-0.16033082438236257,0.28849019639173207,Graduate
-0.32840861513677105,0.6628795945317495,0.048819061927127656,-1.7789255070866565,-0.5087190737778203,-0.6547052780240086,0.2906363450112389,-0.3259412953880833,-1.069799556225808,-0.66942728162022,-1.8143459204063295,-0.6914159301644738,1.4662795566685587,-0.42667817909300326,Dropout
0.12206930815080079,-0.9065742747467698,-0.3045115408854418,-0.3675064491284689,0.8639801357430933,0.37905416129488856,-0.19671315651402038,-0.6861653694828401,0.3760198187880024,0.3370319985213472,-0.2025960869276152,0.7358027207437107,-0.30625301032101393,-0.524755373214294,Graduate
1.2276808177223792,-1.0035746268275427,1.693921774663957,1.0209988580161664,0.011282187338402347,-0.3204735072618708,0.9462705137732349,1.5413242791602586,-0.6355430655780036,0.0808839275590942,0.07100087433057008,-0.3773215569700441,-0.1657900265443254,-0.24477056425726523,Graduate
-2.226742932719543,-0.05580710230769689,0.6845171773858288,0.3951163080214755,-0.2012356828520701,-0.6866190751870127,1.5600361381301209,1.0127671147676454,0.4904530285487348,-0.10364723190487428,-0.11743594251503008,1.0096783574041865,-1.2243503771892181,-0.0881376864693866,Dropout
