PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,Target
-4.362150368927323,-1.0077713723826665,2.5635395472655302,-1.3318447557646662,1.075936106798298,-1.3686735845887839,0.19153679583756292,-0.3733446128653549,0.8031148922400657,0.837092353650278,1.6230667596805937,-0.2617533722363933,Dropout
-0.24166481321569644,-0.2919544234584439,1.5768653775505852,1.195617788930718,-1.024770597598265,0.3498292438639711,0.01548521545283521,-0.46872244560524723,0.3272685843026707,0.17578040164178407,-2.409748440808129,-0.8238921202532076,Graduate
-2.704703126824268,0.8830591980478982,-0.22715008205702136,0.5841109595525784,0.21696623198679646,-0.6178497867335574,-0.3704188547791004,0.05596956231141907,1.3489302684622588,-0.15250733218071932,-2.0336903707951297,0.09992733826506255,Dropout
0.36626640315411174,-0.2370048208145407,-0.7796837218167162,0.2730349158342522,0.05397911085779023,-0.07085182354236653,0.9577141752492975,-1.3426409449527548,0.3196364259571675,-0.5066827219779318,-0.03693745449474346,1.136352454642004,Graduate
0.002402513677933036,2.1737276007159396,0.8553464678947171,-1.8848333857716661,-1.3296533047131909,0.6793851360991957,0.6002271701296277,-0.5206699012441285,-0.7237439053356257,0.23852964341367675,0.12334509707684033,0.9517975721668961,Graduate
0.9799474318414712,4.142000421572902,-0.12746024591859353,2.234657756688404,-2.4626799421973646,-0.5913289031526726,3.3328748601588156,3.2832698741250192,-1.0451081828360111,0.4172816978059283,2.854791376349235,0.9625525120905696,Graduate
1.431178490625608,-1.2430255190484507,-1.1281064340723046,-1.1777300911388473,-0.910509552106055,0.041665947643054875,-0.684192596559379,1.6342518650766684,0.435429865351822,0.5225334824680213,-0.2877174432790647,0.0004663666741219749,Graduate
-2.3624239267741602,1.264164815322541,-0.4470061505242507,0.9921991356514334,-0.6297566345478155,-0.5074950133717271,-1.5628544233737613,1.0057914997946633,1.5940465343107402,0.9649782947176067,-1.460812932533465,0.3257285091822249,Dropout
0.26179226603062783,-1.8565940375851824,2.311787780130284,0.5189245706038111,0.6185575415810676,7.380658848949988,-0.327811144095081,2.905138713750767,2.5426078473294766,-1.9455170797245314,1.1945654085968787,0.8546726651423981,Graduate
-0.32840861513677744,0.6628795945317537,-0.04881906192715388,1.7789255070866348,0.5087190737778302,-0.654705278024049,-0.29063634501119817,-0.32594129538821043,1.0697995562258555,-0.6694272816201979,-1.8143459204063312,-0.6914159301644627,Dropout
0.12206930815080079,-0.9065742747467677,0.30451154088544763,0.3675064491284805,-0.8639801357430805,0.37905416129490394,0.1967131565139922,-0.6861653694828135,-0.3760198187880608,0.33703199852133314,-0.2025960869276035,0.735802720743695,Graduate
1.227680817722382,-1.0035746268275465,-1.6939217746639332,-1.0209988580162026,-0.011282187338422466,-0.32047350726193563,-0.9462705137732358,1.541324279160185,0.6355430655781332,0.08088392755910383,0.07100087433056783,-0.37732155697003567,Graduate
-2.226742932719546,-0.05580710230769534,-0.6845171773858295,-0.3951163080214909,0.20123568285205584,-0.6866190751871645,-1.5600361381300556,1.0127671147676842,-0.49045302854866324,-0.10364723190488209,-0.11743594251501424,1.0096783574041914,Dropout
0.2179562614172612,-1.240397800711436,-0.87989446009757,0.16256014389593218,0.17005380457855995,0.20956750035262053,0.04712283291720082,-0.34990012985429925,0.4450723488151339,-0.4857380890195609,0.7701329286425059,-1.8972922720824343,Graduate
